SRNo P0                 error_P0  rndm1    P1             error_P1  rndm2
1744  1.8465342015             3  hfs+04     3.652E-14         11  hfs+04 
1745  0.61710720555           12  mhl+02     9.60E-15           3  mhl+02 

1746  1.62540547240           16  hfs+04     4.52E-15           3  hfs+04 
1747  1.63679245172           17  mhl+02     2.8E-16            4  mhl+02 
1748  0.0054400041632727      31  lfrj12     3.3750E-18        20  lfrj12 
1749  0.3785964921974         27  lfrj12     2.99E-17          14  lfrj12 
1750  0.4059359629899         53  lfrj12     2.240E-16         25  lfrj12 

1751  0.003020060260978       59  lfrj12                       0  
1752  0.004394                 0  fre08                        0  
1753  0.004850                 0  fre08                        0  
1754  0.284054344967           5  hlk+04     2.92704E-15        4  hlk+04 
1755  2.49946826743           11  lfl+06     3.911E-15         11  lfl+06 

1756  0.00407                  0  cck+16                       0  
1757  0.435759033311          18  hlk+04     3.55447E-15       14  hlk+04 
1758  0.362492078224           8  mhl+02     5.3793E-15        20  mhl+02 
1759  1.39659854604            4  ncb+15     607E-18            7  ncb+15 
1760  0.359394162457           6  mhl+02     3.923E-16         19  mhl+02 

1761  0.41222995857            6  hfs+04     7.58E-16          11  hfs+04 
1762  0.189334989945          15  hlk+04     5.23126E-15       11  hlk+04 
1763  1.16174310971            3  lfl+06     3.01E-16           3  lfl+06 
1764  1.50587455169            3  lfl+06     1.740E-15          3  lfl+06 
1765  0.0030543155922712       3  rhc+16     1.618836E-18       7  rhc+16 

1766  0.006547                 0  fre08                        0  
1767  0.004159                 0  fre08                        0  
1768  0.079832                 0  fre08                        0  
1769  0.00542                  0  fre08                        0  
1770  0.002451                 0  fre08                        0  

1771  0.005909                 0  fre08                        0  
1772  0.004629                 0  fre08                        0  
1773  0.003931852642           2  pfb+13     0.0E-17           13  pfb+13 
1774  0.004039                 0  fre08                        0  
1775  0.004461                 0  fre08                        0  

1776  0.004100                 0  fre08                        0  
1777  0.223320267185           3  jbo+09     0.44016E-15        8  jbo+09 
1778  0.778949400076           5  hlk+04     8.7616E-16         5  hlk+04 
1779  0.004553527919736        4  bbb+13     6.8E-21            3  bbb+13 
1780  0.769005855083          12  ywml10     5.25018E-14       12  ywml10 

1781  1.9258717727             8  ncb+15     1900E-18         600  ncb+15 
1782  0.279186875177           5  hlk+04     2.267839E-14       4  hlk+04 
1783  2.382                    0  bbb+12                       0  
1784  1.2712                   2  bb10                         0  
1785  2.093136309720          14  hlk+04     4.91034E-15       14  hlk+04 

1786  0.110223702460           4  rkp+11     1.2145061E-13     13  rkp+11 
1787  0.1014867942076          3  ywml10     7.5251738E-14     10  ywml10 
1788  0.770620171033           7  mlk+09     8.7841E-15         2  mlk+09 
1789  0.382072812116          17  mhl+02     1.085E-15          8  mhl+02 
1790  0.270502039371           3  lfl+06     1.5446E-15         8  lfl+06 

1791  0.512547817784          16  mhl+02     7.227E-15          4  mhl+02 
1792  0.2457571181423         19  hlk+04     1.002318E-15      11  hlk+04 
1793  0.49918661036            3  cwp+17     4.53351E-14        8  cwp+17 
1794  0.269414732063           3  hfs+04     1.4595E-15         3  hfs+04 
1795  0.00363                  0  rap+12                       0  

1796  0.1531969792414         15  hfs+04     6.1339E-16        12  hfs+04 
1797  0.246327587410          12  hfs+04     2.07007E-14       19  hfs+04 
1798  0.072051632709           3  mhl+02     1.480952E-14      10  mhl+02 
1799  0.86033211599            7  mhl+02     9.95E-16          15  mhl+02 
1800  0.741639520385           8  naf03      0.7286E-15         2  naf03 

1801  0.514523069504          14  lfl+06     1.2668E-15        14  lfl+06 
1802  0.199147397053           8  lfl+06     5.249E-16          8  lfl+06 
1803  0.318400873408          18  kbm+03     4.789E-15          9  kbm+03 
1804  0.82916602078           16  ncb+15     -5E-18            39  ncb+15 
1805  0.307132975823           5  hlk+04     5.55174E-15        5  hlk+04 

1806  0.04100982358117         4  clm+05     5.25E-20          15  clm+05 
1807  0.34569803402            5  lfl+06     2.37E-16           8  lfl+06 
1808  0.457535874029          11  bbb+12     6.3181E-15        11  bbb+12 
1809  0.245260                 3  ncb+15                       0  
1810  0.405043321630          12  hlk+04     6.002513E-14       9  hlk+04 

1811  6.2215526663            16  mhl+02     4.775E-14          6  mhl+02 
1812  0.74718766820            8  kel+09     1.714E-15         17  kel+09 
1813  0.77149252038            6  lfl+06     7.6E-17           11  lfl+06 
1814  0.612132963973          15  hfs+04     3.091E-16         12  hfs+04 
1815  0.0672668461152         14  lfl+06     8.32385E-15        3  lfl+06 

1816  2.8579410013             6  mhl+02     5.5E-15            3  mhl+02 
1817  2.1656793503             3  mhl+02     2.99E-15           6  mhl+02 
1818  0.507945195243          13  hfs+04     1.0947E-15        11  hfs+04 
1819  0.533917296              6  lfl+06     1.51E-15          20  lfl+06 
1820  0.74429541939            5  mhl+02     3.7089E-14        17  mhl+02 

1821  0.64729271838            3  hlk+04     6.38793E-14        3  hlk+04 
1822  0.002719112020821524     8  abb+18     8.2750E-21         8  abb+18 
1823  0.330354089443           5  hlk+04     4.20203E-15        5  hlk+04 
1824  0.199300                 3  ebvb01                       0  
1825  0.291930632181           4  ncb+15     2754.8E-18         7  ncb+15 

1826  0.68670444412            4  hlk+04     4.15653E-14        3  hlk+04 
1827  1.5215451697             4  hfs+04     1.28E-15           5  hfs+04 
1828  0.48345888008            5  mhl+02     1.235E-14          3  mhl+02 
1829  0.0852842512617          5  hlk+04     9.170719E-15       3  hlk+04 
1830  7.5654084                5  eit+11     3.4E-12            3  eit+11 

1831  0.06188365001063        12  rgl12      2.02014996E-13     4  rgl12 
1832  0.63364029817            3  mhl+02     5.27E-16           4  mhl+02 
1833  1.8894355004            17  nmc81      2.7E-16            8  nmc81 
1834  0.520954311129          11  hlk+04     1.053E-17         14  hlk+04 
1835  0.329531922488           6  lfl+06     4.486E-16          6  lfl+06 

1836  0.2901081932010          7  hlk+04     7.1947E-17         6  hlk+04 
1837  0.48791359170            3  mhl+02     1.828E-15         10  mhl+02 
1838  0.31731488279            7  hfs+04     6.0E-16            4  hfs+04 
1839  0.51297990872            4  hfs+04     5.820E-14          3  hfs+04 
1840  0.788353566535          19  hfs+04     3.24702E-14        9  hfs+04 

1841  0.4911415563             2  bjl+11     9.96E-15           7  bjl+11 
1842  2.4823018                1  kkp+12     7.96E-12          12  kkp+12 
1843  0.5123273               10  ncb+15                       0  
1844  1.172719                 3  cnst96                       0  
1845  0.610258781957          12  hfs+04     6.7E-18            3  hfs+04 

1846  0.358306049291           6  kbm+03     4.69E-17          12  kbm+03 
1847  1.46565577133            7  lfl+06     1.931E-15          9  lfl+06 
1848  0.005116387644239       12  eklk13     0.7E-20            4  eklk13 
1849  0.84186451859            4  lfl+06     3.058E-15          4  lfl+06 
1850  1.08774918841            8  hfs+04     4.7E-16            4  hfs+04 

1851  0.305830097712          17  hlk+04     4.045598E-14      15  hlk+04 
1852  0.8591920352             3  mhl+02     2.139E-14          9  mhl+02 
1853  0.235248924972           4  ncb+15     11.84E-18          3  ncb+15 
1854  0.62173399423            3  ncb+15     969E-18            2  ncb+15 
1855  0.145346822521          15  lfl+06     4.390E-15         13  lfl+06 

1856  0.37953610601            5  lfl+06     4.3E-17           31  lfl+06 
1857  0.302449584070          15  lwy+16     5.91866E-15       19  lwy+16 
1858  0.1659069781495          2  dsb+98     2.0610608E-14      8  dsb+98 
1859  0.67048566238            9  lfl+06     1.740E-15         14  lfl+06 
1860  0.003889                 0  drr11                        0  

1861  0.354236507718           6  hlk+04     1.66095E-15        4  hlk+04 
1862  0.45724503044            3  hfs+04     1.3019E-15        11  hfs+04 
1863  0.56271073614            3  hlk+04     1.179902E-14      16  hlk+04 
1864  0.4961931               11  ncb+15                       0  
1865  0.1787563517731         16  lfl+06     1.0366E-15        10  lfl+06 

1866  0.0033543360829062       1  lrfs11     2.318E-21          3  lrfs11 
1867  0.003232273969155        4  lrfs11     -4.8E-22           6  lrfs11 
1868  0.173263836028          10  lhl+14     1.5016E-15        10  lhl+14 
1869  0.617036695541           6  hlk+04     1.68451E-15        7  hlk+04 
1870  0.47351252978            4  lfl+06     3.8E-17            4  lfl+06 

1871  0.201062574029           5  mhl+02     3.3048E-15        13  mhl+02 
1872  0.09629420774            3  mhl+02     45.1724E-15        8  mhl+02 
1873  1.90580870607            3  hlk+04     7.7204E-16        19  hlk+04 
1874  1.099                    0  bbb+12                       0  
1875  1.96353198352           12  ebvb01     6.200E-15         16  ebvb01 

1876  1.87601852435           11  mhl+02     3.651E-14          3  mhl+02 
1877  0.618357697387          16  ebvb01     5.4950E-15        12  ebvb01 
1878  0.1832948                2  kek+13                       0  
1879  0.4444257246169         17  ncb+15     5.46E-18          15  ncb+15 
1880  0.38083077683            3  mhl+02     1.15660E-13        8  mhl+02 

1881  0.1457077402             3  pga+12a    4.7179E-13         3  pga+12a 
1882  0.235303200419          10  hfs+04     3.3429E-14         6  hfs+04 
1883  0.92717774151            5  hfs+04     7.7E-17            4  hfs+04 
1884  0.070498243969          54  gh08       4.925E-14         29  gh08 
1885  1.21835359632            8  mhl+02     3.080E-15         18  mhl+02 

1886  1.90196739931            1  lxf+05     2.677E-15          1  lxf+05 
1887  0.48824200896            3  kek+13     0.04E-15           1  kek+13 
1888  0.93326558076            2  jcs+17     5.944E-15          1  jcs+17 
1889  1.26679012424            5  ncb+15     4763E-18           6  ncb+15 
1890  0.238777817900           9  mhl+02     1.2520E-14         3  mhl+02 

1891  2.67568226451            6  ncb+15     4760E-18           6  ncb+15 
1892  0.520939679547          17  mhl+02     7.694E-15          5  mhl+02 
1893  0.149460655762           3  lfl+06     8.096E-16          3  lfl+06 
1894  0.58531903782            3  mhl+02     3.308E-15          5  mhl+02 
1895  0.48491367908            4  mhl+02     1.32E-16          17  mhl+02 

1896  0.449548149848          15  mhl+02     3.638E-15          7  mhl+02 
1897  0.418968843399          16  hfs+04     2.6033E-14         3  hfs+04 
1898  1.91142802251            5  lfl+06     4.947E-15          4  lfl+06 
1899  0.54916053388            8  sjm+12     2.613E-14          6  sjm+12 
1900  0.79747807530            4  lfl+06     8.294E-15          7  lfl+06 

1901  0.4223                   0  bbb+12                       0  
1902  0.85936846681            5  hfs+04     9.602E-15          9  hfs+04 
1903  1.8933526999             4  kel+09     23.03E-15          7  kel+09 
1904  0.0355778755             3  kek+13     0.2202E-15         7  kek+13 
1905  0.4378690017             2  eklk13     0.10E-15           6  eklk13 

1906  0.955672135909           8  hfs+04     2.3510E-15         5  hfs+04 
1907  1.096439972228          14  hfs+04     2.4151E-15         9  hfs+04 
